"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","QFCD3MCX","QFCD_MCX"
"20154","03004385",26,0,"1",.,"A"
"20154","03004415",34,0,"1",.,"A"
"20154","03004475",17,0,"1",.,"A"
"20154","03004485",35,0,"1",.,"A"
"20154","03004495",28,0,"1",.,"A"
"20154","03004505",20,0,"1",.,"A"
"20154","03004545",23,0,"1",.,"A"
"20154","03004595",8,0,"1",.,"A"
"20154","03004655",29,0,"1",.,"A"
"20154","03004685",24,0,"1",.,"A"
"20154","03004715",23,0,"1",.,"A"
"20154","03004775",20,0,"1",.,"A"
"20154","03004805",13,0,"1",.,"A"
"20154","03004815",53,0,"1",.,"A"
"20154","03004855",40,0,"1",.,"A"
"20154","03004895",18,0,"1",.,"A"
"20154","03004915",57,0,"1",.,"A"
"20154","03004995",65,0,"1",.,"A"
"20154","03005015",18,0,"1",.,"A"
"20154","03005025",15,0,"1",.,"A"
"20154","03005095",11,0,"1",.,"A"
"20154","03005105",43,0,"1",.,"A"
"20154","03005115",27,0,"1",.,"A"
"20154","03005135",14,0,"1",.,"A"
"20154","03005155",8,0,"1",.,"A"
"20154","03005325",24,0,"1",.,"A"
"20154","03005395",35,0,"1",.,"A"
"20154","03005425",25,0,"1",.,"A"
"20154","03005445",13,0,"1",.,"A"
"20154","03005465",44,0,"1",.,"A"
"20154","03005565",24,0,"1",.,"A"
"20154","03005575",24,0,"1",.,"A"
"20154","03005595",16,0,"1",.,"A"
"20154","03005615",23,0,"1",.,"A"
"20154","03005675",14,0,"1",.,"A"
"20154","03005715",46,0,"1",.,"A"
"20154","03005845",11,0,"1",.,"A"
"20154","03005855",19,0,"1",.,"A"
"20154","03005865",18,0,"1",.,"A"
"20154","03005905",33,0,"1",.,"A"
"20154","03005915",29,0,"1",.,"A"
"20154","03005945",39,0,"1",.,"A"
"20154","03005965",41,0,"1",.,"A"
"20154","03006005",39,0,"1",.,"A"
"20154","03006085",32,0,"1",.,"A"
"20154","03006175",34,0,"1",.,"A"
"20154","03006265",42,0,"1",.,"A"
"20154","03006275",38,0,"1",.,"A"
"20154","03006355",19,0,"1",.,"A"
"20154","03006365",13,0,"1",.,"A"
"20154","03006405",17,0,"1",.,"A"
"20154","03006545",19,0,"1",.,"A"
"20154","03006585",32,0,"1",.,"A"
"20154","03006665",35,0,"1",.,"A"
"20154","03006765",41,0,"1",.,"A"
"20154","03006775",28,0,"1",.,"A"
"20154","03006815",55,0,"1",.,"A"
"20154","03006835",33,0,"1",.,"A"
"20154","03006855",19,0,"1",.,"A"
"20154","03006875",24,0,"1",.,"A"
"20154","03006965",23,0,"1",.,"A"
"20154","03006975",20,0,"1",.,"A"
"20154","03006995",42,0,"1",.,"A"
"20154","03007005",67,0,"1",.,"A"
"20154","03007045",22,0,"1",.,"A"
"20154","03007065",25,0,"1",.,"A"
"20154","03007075",53,0,"1",.,"A"
"20154","03007195",45,0,"1",0,"D"
"20154","03007315",56,0,"1",.,"A"
"20154","03007335",18,0,"1",.,"A"
"20154","03007395",21,0,"1",.,"A"
"20154","03007405",40,0,"1",.,"A"
"20154","03007445",48,0,"1",17,"D"
"20154","03007475",28,0,"1",.,"A"
"20154","03007515",33,0,"1",.,"A"
"20154","03007535",35,0,"1",.,"A"
"20154","03007595",45,0,"1",.,"A"
"20154","03007615",51,0,"1",.,"A"
"20154","03007685",9,0,"1",.,"A"
"20154","03007695",16,0,"1",.,"A"
"20154","03007705",50,0,"1",20,"D"
"20154","03007725",24,0,"1",.,"A"
"20154","03007745",45,0,"1",.,"A"
"20154","03007755",34,0,"1",.,"A"
"20154","03007795",41,0,"1",.,"A"
"20154","03007845",38,0,"1",.,"A"
"20154","03007875",22,0,"1",.,"A"
"20154","03007965",30,0,"1",.,"A"
"20154","03007975",60,0,"1",.,"A"
"20154","03007985",22,0,"1",.,"A"
"20154","03008105",32,0,"1",.,"A"
"20154","03008145",18,0,"1",.,"A"
"20154","03008185",44,0,"1",.,"A"
"20154","03008255",35,0,"1",.,"A"
"20154","03008305",39,0,"1",.,"A"
"20154","03008335",77,0,"1",.,"A"
"20154","03008375",75,0,"1",.,"A"
"20154","03008395",141,0,"1",.,"A"
"20154","03008405",22,0,"1",.,"A"
"20154","03008445",33,0,"1",.,"A"
"20154","03008495",10,0,"1",.,"A"
"20154","03008505",61,0,"1",.,"A"
"20154","03008515",50,0,"1",.,"A"
"20154","03008535",30,0,"1",.,"A"
"20154","03008545",50,0,"1",.,"A"
"20154","03008565",33,0,"1",.,"A"
"20154","03008575",23,0,"1",.,"A"
"20154","03008585",16,0,"1",.,"A"
"20154","03008615",60,0,"1",.,"A"
"20154","03008635",40,0,"1",225,"D"
"20154","03008655",40,0,"1",.,"A"
"20154","03008735",31,0,"1",.,"A"
"20154","03008745",15,0,"1",.,"A"
"20154","03008765",32,0,"1",.,"A"
"20154","03008885",73,0,"1",.,"A"
"20154","03008905",41,0,"1",.,"A"
"20154","03008915",23,0,"1",.,"A"
"20154","03008935",42,0,"1",.,"A"
"20154","03008945",29,0,"1",.,"A"
"20154","03008955",45,0,"1",.,"A"
"20154","03009045",32,0,"1",.,"A"
"20154","03009135",30,0,"1",.,"A"
"20154","03009175",43,0,"1",.,"A"
"20154","03009195",11,0,"1",.,"A"
"20154","03009255",37,0,"1",.,"A"
"20154","03009315",37,0,"1",.,"A"
"20154","03009345",29,0,"1",5,"D"
"20154","03009475",37,0,"1",.,"A"
"20154","03009505",10,0,"1",.,"A"
"20154","03009535",38,0,"1",.,"A"
"20154","03009545",27,0,"1",.,"A"
"20154","03009595",45,0,"1",.,"A"
"20154","03009685",21,0,"1",.,"A"
"20154","03009695",41,0,"1",.,"A"
"20154","03009735",21,0,"1",.,"A"
"20154","03009765",37,0,"1",.,"A"
"20154","03009775",28,0,"1",.,"A"
"20154","03009785",63,0,"1",.,"A"
"20154","03009795",12,0,"1",.,"A"
"20154","03009845",28,0,"1",.,"A"
"20154","03009885",28,0,"1",.,"A"
"20154","03009895",27,0,"1",.,"A"
"20154","03009935",10,0,"1",.,"A"
"20154","03009965",25,0,"1",.,"A"
"20154","03010055",31,0,"1",.,"A"
"20154","03010065",37,0,"1",.,"A"
"20154","03010125",33,0,"1",.,"A"
"20154","03010235",36,0,"1",.,"A"
"20154","03010245",24,0,"1",.,"A"
"20154","03010275",22,0,"1",.,"A"
"20154","03010315",58,0,"1",.,"A"
"20154","03010335",25,0,"1",.,"A"
"20154","03010545",10,0,"1",50,"D"
"20154","03010555",58,0,"1",.,"A"
"20154","03010575",40,0,"1",.,"A"
"20154","03010635",50,0,"1",.,"A"
"20154","03010665",24,0,"1",.,"A"
"20154","03010695",19,0,"1",.,"A"
"20154","03010705",12,0,"1",.,"A"
"20154","03010745",87,0,"1",.,"A"
"20154","03010755",17,0,"1",.,"A"
"20154","03010795",17,0,"1",.,"A"
"20154","03010835",69,0,"1",.,"A"
"20154","03010855",25,0,"1",.,"A"
"20154","03010885",48,0,"1",.,"A"
"20154","03010905",38,0,"1",.,"A"
"20154","03010925",30,0,"1",.,"A"
"20154","03011015",42,0,"1",.,"A"
"20154","03011025",52,0,"1",.,"A"
"20154","03011055",39,0,"1",.,"A"
"20154","03011065",26,0,"1",.,"A"
"20154","03011175",46,0,"1",.,"A"
"20154","03011185",26,0,"1",.,"A"
"20154","03011215",35,0,"1",.,"A"
"20154","03011225",23,0,"1",.,"A"
"20154","03011255",35,0,"1",.,"A"
"20154","03033565",12,0,"1",.,"A"
"20154","03033825",22,0,"1",.,"A"
"20154","03045405",26,0,"1",.,"A"
"20154","03045415",22,0,"1",.,"A"
"20154","03045785",49,0,"1",.,"A"
"20154","03045795",26,0,"1",.,"A"
"20154","03045935",33,0,"1",0,"D"
"20154","03046015",19,0,"1",4,"D"
"20154","03046235",20,0,"1",.,"A"
"20154","03046995",37,0,"1",.,"A"
"20154","03047194",51,0,"1",.,"A"
"20154","03047274",15,0,"1",.,"A"
"20154","03047324",21,0,"1",.,"A"
"20154","03047364",9,0,"1",.,"A"
"20154","03047414",31,0,"1",.,"A"
"20154","03047494",41,0,"1",.,"A"
"20154","03047564",19,0,"1",.,"A"
"20154","03047664",24,0,"1",.,"A"
"20154","03048044",37,0,"1",.,"A"
"20154","03048054",35,0,"1",.,"A"
"20154","03048154",50,0,"1",.,"A"
"20154","03048244",16,0,"1",.,"A"
"20154","03048364",36,0,"1",.,"A"
"20154","03048434",39,0,"1",.,"A"
"20154","03048494",35,0,"1",.,"A"
"20154","03048604",45,0,"1",.,"A"
"20154","03048634",36,0,"1",.,"A"
"20154","03048774",34,0,"1",.,"A"
"20154","03049014",32,0,"1",.,"A"
"20154","03049074",25,0,"1",.,"A"
"20154","03049164",29,0,"1",.,"A"
"20154","03049184",18,0,"1",.,"A"
"20154","03049334",18,0,"1",.,"A"
"20154","03049604",27,0,"1",.,"A"
"20154","03049614",77,0,"1",.,"A"
"20154","03049624",37,0,"1",.,"A"
"20154","03049714",31,0,"1",40,"D"
"20154","03049844",33,0,"1",.,"A"
"20154","03050144",49,0,"1",.,"A"
"20154","03050224",46,0,"1",.,"A"
"20154","03050314",52,0,"1",.,"A"
"20154","03050394",29,0,"1",.,"A"
"20154","03050484",43,0,"1",.,"A"
"20154","03050734",17,0,"1",.,"A"
"20154","03050754",26,0,"1",.,"A"
"20154","03050804",27,0,"1",.,"A"
"20154","03050854",58,0,"1",.,"A"
"20154","03050864",25,0,"1",.,"A"
"20154","03050924",36,0,"1",.,"A"
"20154","03050994",40,0,"1",.,"A"
"20154","03051234",56,0,"1",.,"A"
"20154","03051344",16,0,"1",.,"A"
"20154","03051374",7,0,"1",.,"A"
"20154","03051414",49,0,"1",.,"A"
"20154","03051504",25,0,"1",.,"A"
"20154","03051664",32,0,"1",.,"A"
"20154","03051774",25,0,"1",.,"A"
"20154","03052104",23,0,"1",.,"A"
"20154","03052774",32,0,"1",.,"A"
"20154","03052984",13,0,"1",.,"A"
"20154","03053464",60,0,"1",.,"A"
"20154","03053484",28,0,"1",.,"A"
"20154","03053574",42,0,"1",.,"A"
"20154","03053754",16,0,"1",.,"A"
"20154","03053774",24,0,"1",.,"A"
"20154","03053784",22,0,"1",.,"A"
"20154","03053814",30,0,"1",.,"A"
"20154","03054134",9,0,"1",.,"A"
"20154","03054394",42,0,"1",.,"A"
"20154","03054484",53,0,"1",.,"A"
"20154","03054514",31,0,"1",.,"A"
"20154","03054674",16,0,"1",.,"A"
"20154","03054684",47,0,"1",.,"A"
"20154","03054704",33,0,"1",.,"A"
"20154","03054724",20,0,"1",.,"A"
"20154","03054854",34,0,"1",.,"A"
"20154","03055224",39,0,"1",.,"A"
"20154","03055254",33,0,"1",.,"A"
"20154","03055324",16,0,"1",.,"A"
"20154","03055354",28,0,"1",.,"A"
"20154","03055364",13,0,"1",.,"A"
"20154","03055664",19,0,"1",.,"A"
"20154","03055704",18,0,"1",.,"A"
"20154","03055764",21,0,"1",.,"A"
"20154","03055854",36,0,"1",.,"A"
"20154","03056004",26,0,"1",.,"A"
"20154","03056014",43,0,"1",.,"A"
"20154","03056234",27,0,"1",.,"A"
"20154","03056344",56,0,"1",.,"A"
"20154","03056354",32,0,"1",.,"A"
"20154","03056504",34,0,"1",.,"A"
"20154","03056604",33,0,"1",.,"A"
"20154","03056654",27,0,"1",.,"A"
"20154","03056704",50,0,"1",.,"A"
"20154","03056934",31,0,"1",.,"A"
"20154","03056944",30,0,"1",.,"A"
"20154","03057214",39,0,"1",.,"A"
"20154","03057354",19,0,"1",.,"A"
"20154","03057634",20,0,"1",.,"A"
"20154","03057744",34,0,"1",.,"A"
"20154","03057804",22,0,"1",.,"A"
"20154","03057844",27,0,"1",.,"A"
"20154","03057994",30,0,"1",.,"A"
"20154","03058054",20,0,"1",.,"A"
"20154","03058064",36,0,"1",.,"A"
"20154","03058074",33,0,"1",.,"A"
"20154","03058084",24,0,"1",.,"A"
"20154","03058144",24,0,"1",.,"A"
"20154","03058204",25,0,"1",.,"A"
"20154","03058264",24,0,"1",.,"A"
"20154","03058474",31,0,"1",.,"A"
"20154","03058574",18,0,"1",.,"A"
"20154","03058614",24,0,"1",.,"A"
"20154","03058674",35,0,"1",0,"D"
"20154","03058864",32,0,"1",.,"A"
"20154","03059234",24,0,"1",.,"A"
"20154","03059344",52,0,"1",.,"A"
"20154","03059584",30,0,"1",.,"A"
"20154","03059704",33,0,"1",.,"A"
"20154","03059754",27,0,"1",.,"A"
"20154","03059864",15,0,"1",.,"A"
"20154","03059934",28,0,"1",.,"A"
"20154","03060324",16,0,"1",.,"A"
"20154","03060344",23,0,"1",.,"A"
"20154","03060534",14,0,"1",.,"A"
"20154","03060564",37,0,"1",.,"A"
"20154","03060574",63,0,"1",.,"A"
"20154","03060664",22,0,"1",.,"A"
"20154","03060694",32,0,"1",.,"A"
"20154","03060854",85,0,"1",.,"A"
"20154","03060914",30,0,"1",.,"A"
"20154","03060934",39,0,"1",.,"A"
"20154","03060944",23,0,"1",.,"A"
"20154","03061084",14,0,"1",.,"A"
"20154","03061134",34,0,"1",.,"A"
"20154","03061294",39,0,"1",.,"A"
"20154","03061594",21,0,"1",.,"A"
"20154","03061754",6,0,"1",.,"A"
"20154","03061964",36,0,"1",.,"A"
"20154","03061974",35,0,"1",.,"A"
"20154","03062254",29,0,"1",.,"A"
"20154","03062524",12,0,"1",.,"A"
"20154","03062574",30,0,"1",.,"A"
"20154","03062724",42,0,"1",.,"A"
"20154","03062744",25,0,"1",.,"A"
"20154","03062834",54,0,"1",.,"A"
"20154","03062924",22,0,"1",.,"A"
"20154","03062964",64,0,"1",.,"A"
"20154","03063084",47,0,"1",.,"A"
"20154","03063194",40,0,"1",.,"A"
"20154","03063204",16,0,"1",.,"A"
"20154","03063234",11,0,"1",.,"A"
"20154","03063454",17,0,"1",.,"A"
"20154","03063564",27,0,"1",.,"A"
"20154","03063594",52,0,"1",.,"A"
"20154","03063944",23,0,"1",.,"A"
"20154","03063994",12,0,"1",.,"A"
"20154","03064274",26,0,"1",.,"A"
"20154","03064464",42,0,"1",.,"A"
"20154","03064614",32,0,"1",.,"A"
"20154","03064834",31,0,"1",.,"A"
"20154","03065034",22,0,"1",.,"A"
"20154","03065204",12,0,"1",.,"A"
"20154","03065254",18,0,"1",.,"A"
"20154","03065434",29,0,"1",.,"A"
"20154","03065624",25,0,"1",.,"A"
"20154","03065704",44,0,"1",.,"A"
"20154","03065734",13,0,"1",.,"A"
"20154","03065784",33,0,"1",.,"A"
"20154","03065804",22,0,"1",.,"A"
"20154","03065894",43,0,"1",.,"A"
"20154","03065954",42,0,"1",.,"A"
"20154","03066124",50,0,"1",.,"A"
"20154","03066324",11,0,"1",.,"A"
"20154","03066334",24,0,"1",.,"A"
"20154","03066454",33,0,"1",.,"A"
"20154","03066464",7,0,"1",.,"A"
"20154","03066494",22,0,"1",.,"A"
"20154","03066534",21,0,"1",.,"A"
"20154","03066704",25,0,"1",.,"A"
"20154","03066794",28,0,"1",.,"A"
"20154","03066814",45,0,"1",.,"A"
"20154","03066874",21,0,"1",.,"A"
"20154","03067044",36,0,"1",.,"A"
"20154","03067064",25,0,"1",.,"A"
"20154","03067144",60,0,"1",.,"A"
"20154","03067154",33,0,"1",.,"A"
"20154","03067214",40,0,"1",.,"A"
"20154","03067324",67,0,"1",.,"A"
"20154","03067414",74,0,"1",.,"A"
"20154","03067554",50,0,"1",.,"A"
"20154","03067784",34,0,"1",.,"A"
"20154","03068244",20,0,"1",.,"A"
"20154","03068424",81,0,"1",.,"A"
"20154","03068504",14,0,"1",.,"A"
"20154","03068544",31,0,"1",.,"A"
"20154","03068814",23,0,"1",.,"A"
"20154","03068854",11,0,"1",.,"A"
"20154","03068924",17,0,"1",.,"A"
"20154","03069024",11,0,"1",.,"A"
"20154","03069174",14,0,"1",.,"A"
"20154","03069304",104,0,"1",.,"A"
"20154","03069324",16,0,"1",.,"A"
"20154","03069524",26,0,"1",.,"A"
"20154","03069654",50,0,"1",.,"A"
"20154","03070104",44,0,"1",.,"A"
"20154","03070214",29,0,"1",.,"A"
"20154","03070264",43,0,"1",.,"A"
"20154","03070324",39,0,"1",.,"A"
"20154","03070334",44,0,"1",.,"A"
"20154","03070344",41,0,"1",.,"A"
"20154","03070364",34,0,"1",.,"A"
"20154","03070414",10,0,"1",.,"A"
"20154","03070454",44,0,"1",.,"A"
"20154","03070494",19,0,"1",.,"A"
"20154","03070514",28,0,"1",.,"A"
"20154","03070814",58,0,"1",.,"A"
"20154","03070874",13,0,"1",.,"A"
"20154","03070884",17,0,"1",.,"A"
"20154","03070944",12,0,"1",.,"A"
"20154","03071224",82,0,"1",.,"A"
"20154","03071254",28,0,"1",.,"A"
"20154","03071424",18,0,"1",.,"A"
"20154","03071564",27,0,"1",.,"A"
"20154","03071664",51,0,"1",.,"A"
"20154","03071704",27,0,"1",.,"A"
"20154","03071854",63,0,"1",.,"A"
"20154","03071924",72,0,"1",.,"A"
"20154","03072064",53,0,"1",.,"A"
"20154","03072204",56,0,"1",.,"A"
"20154","03072304",19,0,"1",.,"A"
"20154","03072344",28,0,"1",.,"A"
"20154","03072474",25,0,"1",.,"A"
"20154","03072584",17,0,"1",.,"A"
"20154","03072834",36,0,"1",.,"A"
"20154","03073064",24,0,"1",.,"A"
"20154","03073084",52,0,"1",.,"A"
"20154","03073194",22,0,"1",200,"D"
"20154","03073254",48,0,"1",.,"A"
"20154","03073384",14,0,"1",.,"A"
"20154","03073414",34,0,"1",.,"A"
"20154","03073564",41,0,"1",.,"A"
"20154","03073584",7,0,"1",.,"A"
"20154","03073734",14,0,"1",.,"A"
"20154","03074034",30,0,"1",.,"A"
"20154","03074114",32,0,"1",.,"A"
"20154","03074264",14,0,"1",.,"A"
"20154","03074304",22,0,"1",.,"A"
"20154","03074474",39,0,"1",.,"A"
"20154","03074534",11,0,"1",.,"A"
"20154","03074774",9,0,"1",.,"A"
"20154","03074814",26,0,"1",.,"A"
"20154","03075014",15,0,"1",.,"A"
"20154","03075034",34,0,"1",.,"A"
"20154","03075094",6,0,"1",.,"A"
"20154","03075184",39,0,"1",.,"A"
"20154","03075224",23,0,"1",.,"A"
"20154","03075294",36,0,"1",.,"A"
"20154","03075404",16,0,"1",.,"A"
"20154","03075454",17,0,"1",.,"A"
"20154","03075614",15,0,"1",.,"A"
"20154","03075664",26,0,"1",.,"A"
"20154","03075744",28,0,"1",.,"A"
"20154","03075884",57,0,"1",.,"A"
"20154","03075964",34,0,"1",.,"A"
"20154","03075984",21,0,"1",.,"A"
"20154","03076044",33,0,"1",.,"A"
"20154","03076154",30,0,"1",.,"A"
"20154","03076454",40,0,"1",.,"A"
"20154","03076704",58,0,"1",.,"A"
"20154","03076804",44,0,"1",.,"A"
"20154","03076854",21,0,"1",.,"A"
"20154","03076884",26,0,"1",.,"A"
"20154","03076934",31,0,"1",.,"A"
"20154","03077094",27,0,"1",.,"A"
"20154","03077114",72,0,"1",0,"D"
"20154","03077354",16,0,"1",.,"A"
"20154","03077484",12,0,"1",.,"A"
"20154","03077554",29,0,"1",.,"A"
"20154","03077634",48,0,"1",.,"A"
"20154","03077784",23,0,"1",.,"A"
"20154","03077864",38,0,"1",.,"A"
"20154","03078094",24,0,"1",.,"A"
"20154","03078284",22,0,"1",.,"A"
"20154","03078484",35,0,"1",.,"A"
"20154","03078554",47,0,"1",.,"A"
"20154","03078614",22,0,"1",.,"A"
"20154","03078704",35,0,"1",.,"A"
"20154","03078734",16,0,"1",.,"A"
"20154","03079084",28,0,"1",.,"A"
"20154","03079154",28,0,"1",.,"A"
"20154","03079174",15,0,"1",.,"A"
"20154","03079284",17,0,"1",.,"A"
"20154","03079504",26,0,"1",.,"A"
"20154","03079574",63,0,"1",.,"A"
"20154","03079974",9,0,"1",.,"A"
"20154","03080014",48,0,"1",.,"A"
"20154","03080074",52,0,"1",.,"A"
"20154","03080144",25,0,"1",.,"A"
"20154","03080194",34,0,"1",.,"A"
"20154","03080264",21,0,"1",.,"A"
"20154","03080284",20,0,"1",.,"A"
"20154","03080364",21,0,"1",.,"A"
"20154","03080614",49,0,"1",.,"A"
"20154","03080624",47,0,"1",.,"A"
"20154","03080674",20,0,"1",.,"A"
"20154","03081194",36,0,"1",.,"A"
"20154","03081394",35,0,"1",.,"A"
"20154","03081424",30,0,"1",.,"A"
"20154","03081434",26,0,"1",.,"A"
"20154","03081554",19,0,"1",.,"A"
"20154","03081734",77,0,"1",.,"A"
"20154","03081914",59,0,"1",.,"A"
"20154","03081974",30,0,"1",.,"A"
"20154","03082094",29,0,"1",.,"A"
"20154","03082214",21,0,"1",.,"A"
"20154","03082244",32,0,"1",.,"A"
"20154","03082254",32,0,"1",.,"A"
"20154","03082364",24,0,"1",.,"A"
"20154","03082744",23,0,"1",.,"A"
"20154","03082814",35,0,"1",.,"A"
"20154","03082904",30,0,"1",.,"A"
"20154","03082994",33,0,"1",.,"A"
"20154","03083044",22,0,"1",.,"A"
"20154","03083124",20,0,"1",.,"A"
"20154","03083134",19,0,"1",.,"A"
"20154","03083174",7,0,"1",.,"A"
"20154","03083204",35,0,"1",.,"A"
"20154","03083244",17,0,"1",.,"A"
"20154","03083334",33,0,"1",.,"A"
"20154","03083504",10,0,"1",.,"A"
"20154","03083584",21,0,"1",.,"A"
"20154","03083594",25,0,"1",.,"A"
"20154","03083894",29,0,"1",.,"A"
"20154","03083924",25,0,"1",.,"A"
"20154","03084124",43,0,"1",.,"A"
"20154","03084174",15,0,"1",.,"A"
"20154","03084324",25,0,"1",.,"A"
"20154","03084774",19,0,"1",.,"A"
"20154","03084834",15,0,"1",.,"A"
"20154","03085374",41,0,"1",.,"A"
"20154","03085454",36,0,"1",.,"A"
"20154","03085474",23,0,"1",.,"A"
"20154","03085554",11,0,"1",.,"A"
"20154","03085564",15,0,"1",.,"A"
"20154","03085574",37,0,"1",.,"A"
"20154","03085924",41,0,"1",.,"A"
"20154","03086034",39,0,"1",.,"A"
"20154","03086124",38,0,"1",.,"A"
"20154","03086504",28,0,"1",.,"A"
"20154","03086574",41,0,"1",.,"A"
"20154","03086604",9,0,"1",.,"A"
"20154","03086634",13,0,"1",.,"A"
"20154","03086714",17,0,"1",.,"A"
"20154","03086734",56,0,"1",.,"A"
"20154","03086864",57,0,"1",43,"D"
"20154","03086944",37,0,"1",.,"A"
"20154","03087064",26,0,"1",20,"D"
"20154","03087114",19,0,"1",20,"D"
"20154","03087344",24,0,"1",.,"A"
"20154","03087684",23,0,"1",.,"A"
"20154","03087714",34,0,"1",.,"A"
"20154","03087824",23,0,"1",.,"A"
"20154","03087904",17,0,"1",.,"A"
"20154","03087934",20,0,"1",.,"A"
"20154","03087964",84,0,"1",.,"A"
"20154","03088014",12,0,"1",.,"A"
"20154","03088294",24,0,"1",.,"A"
"20154","03088723",19,0,"1",.,"A"
"20154","03088743",33,0,"1",.,"A"
"20154","03088783",11,0,"1",.,"A"
"20154","03088834",24,0,"1",.,"A"
"20154","03088884",23,0,"1",.,"A"
"20154","03088893",36,0,"1",.,"A"
"20154","03088904",34,0,"1",.,"A"
"20154","03088913",21,0,"1",.,"A"
"20154","03088953",59,0,"1",.,"A"
"20154","03089004",20,0,"1",.,"A"
"20154","03089024",22,0,"1",.,"A"
"20154","03089103",29,0,"1",.,"A"
"20154","03089123",13,0,"1",.,"A"
"20154","03089133",53,0,"1",.,"A"
"20154","03089163",96,0,"1",.,"A"
"20154","03089203",111,0,"1",.,"A"
"20154","03089223",17,0,"1",.,"A"
"20154","03089233",15,0,"1",.,"A"
"20154","03089264",30,0,"1",.,"A"
"20154","03089303",23,0,"1",.,"A"
"20154","03089403",17,0,"1",.,"A"
"20154","03089434",30,0,"1",.,"A"
"20154","03089443",22,0,"1",.,"A"
"20154","03089473",13,0,"1",.,"A"
"20154","03089484",20,0,"1",.,"A"
"20154","03089513",40,0,"1",.,"A"
"20154","03089613",19,0,"1",.,"A"
"20154","03089653",55,0,"1",.,"A"
"20154","03089664",38,0,"1",.,"A"
"20154","03089753",20,0,"1",.,"A"
"20154","03089793",46,0,"1",.,"A"
"20154","03089813",25,0,"1",.,"A"
"20154","03089833",22,0,"1",.,"A"
"20154","03089914",51,0,"1",.,"A"
"20154","03089963",30,0,"1",.,"A"
"20154","03090083",21,0,"1",.,"A"
"20154","03090093",24,0,"1",.,"A"
"20154","03090164",8,0,"1",165,"D"
"20154","03090223",28,0,"1",.,"A"
"20154","03090233",28,0,"1",.,"A"
"20154","03090243",41,0,"1",.,"A"
"20154","03090254",12,0,"1",.,"A"
"20154","03090273",7,0,"1",.,"A"
"20154","03090283",20,0,"1",.,"A"
"20154","03090293",38,0,"1",.,"A"
"20154","03090313",43,0,"1",.,"A"
"20154","03090383",25,0,"1",.,"A"
"20154","03090393",35,0,"1",.,"A"
"20154","03090423",20,0,"1",.,"A"
"20154","03090444",9,0,"1",.,"A"
"20154","03090464",34,0,"1",.,"A"
"20154","03090533",58,0,"1",.,"A"
"20154","03090544",53,0,"1",.,"A"
"20154","03090573",23,0,"1",.,"A"
"20154","03090604",42,0,"1",.,"A"
"20154","03090673",31,0,"1",.,"A"
"20154","03090693",20,0,"1",.,"A"
"20154","03090714",25,0,"1",.,"A"
"20154","03090723",38,0,"1",.,"A"
"20154","03090754",32,0,"1",.,"A"
"20154","03090804",27,0,"1",.,"A"
"20154","03090833",36,0,"1",.,"A"
"20154","03090853",32,0,"1",.,"A"
"20154","03090863",17,0,"1",.,"A"
"20154","03090913",44,0,"1",.,"A"
"20154","03090933",39,0,"1",.,"A"
"20154","03090944",36,0,"1",.,"A"
"20154","03090984",17,0,"1",.,"A"
"20154","03091003",25,0,"1",.,"A"
"20154","03091034",27,0,"1",.,"A"
"20154","03091053",20,0,"1",.,"A"
"20154","03091113",25,0,"1",.,"A"
"20154","03091143",69,0,"1",.,"A"
"20154","03091163",12,0,"1",.,"A"
"20154","03091174",11,0,"1",.,"A"
"20154","03091193",18,0,"1",.,"A"
"20154","03091214",17,0,"1",.,"A"
"20154","03091234",11,0,"1",.,"A"
"20154","03091243",56,0,"1",.,"A"
"20154","03091263",26,0,"1",.,"A"
"20154","03091295",17,0,"1",.,"A"
"20154","03091363",36,0,"1",.,"A"
"20154","03091373",20,0,"1",.,"A"
"20154","03091403",25,0,"1",.,"A"
"20154","03091433",65,0,"1",.,"A"
"20154","03091453",26,0,"1",.,"A"
"20154","03091473",47,0,"1",.,"A"
"20154","03091533",18,0,"1",.,"A"
"20154","03091543",39,0,"1",.,"A"
"20154","03091593",55,0,"1",140,"D"
"20154","03091613",6,0,"1",.,"A"
"20154","03091653",25,0,"1",.,"A"
"20154","03091693",47,0,"1",30,"D"
"20154","03091744",43,0,"1",.,"A"
"20154","03091753",65,0,"1",.,"A"
"20154","03091784",37,0,"1",.,"A"
"20154","03091823",35,0,"1",.,"A"
"20154","03091833",13,0,"1",.,"A"
"20154","03091863",41,0,"1",.,"A"
"20154","03091873",15,0,"1",55,"D"
"20154","03092043",14,0,"1",.,"A"
"20154","03092063",13,0,"1",.,"A"
"20154","03092093",33,0,"1",.,"A"
"20154","03092143",27,0,"1",.,"A"
"20154","03092253",19,0,"1",.,"A"
"20154","03092343",32,0,"1",20,"D"
"20154","03092363",20,0,"1",.,"A"
"20154","03092393",37,0,"1",.,"A"
"20154","03092403",31,0,"1",.,"A"
"20154","03092443",67,0,"1",.,"A"
"20154","03092453",25,0,"1",.,"A"
"20154","03092473",18,0,"1",.,"A"
"20154","03092494",17,0,"1",.,"A"
"20154","03092563",50,0,"1",.,"A"
"20154","03092725",10,0,"1",.,"A"
"20154","03092734",22,0,"1",.,"A"
"20154","03092774",39,0,"1",.,"A"
"20154","03092793",23,0,"1",.,"A"
"20154","03092844",11,0,"1",.,"A"
"20154","03092853",45,0,"1",.,"A"
